Time,Open,High,Low,Close,Volume
01/01/2021 06:00:00,29255.71,29338.25,29153.55,29234.15,42.244289
01/01/2021 07:00:00,29235.61,29236.95,28905,29162.5,34.506038
01/01/2021 08:00:00,29162.5,29248.52,28948.86,29076.77,27.596804
01/01/2021 09:00:00,29075.31,29372.32,29058.05,29284.92,20.6942
01/01/2021 10:00:00,29291.54,29400,29232.16,29286.63,16.617646
01/01/2021 11:00:00,29298.34,29478.45,29298.34,29396.28,35.204584
01/01/2021 12:00:00,29397.05,29680.75,29241,29311.47,61.983168
01/01/2021 13:00:00,29310.18,29556.28,29301.46,29535,30.266252
01/01/2021 14:00:00,29535,29612.53,29344.81,29398.1,35.459289
01/01/2021 15:00:00,29398.09,29458.33,29107.01,29264.22,29.555473
01/01/2021 16:00:00,29263.69,29430.78,29202.3,29372.88,34.014278
01/01/2021 17:00:00,29371.42,29419.83,29025.81,29169.03,39.96426
01/01/2021 18:00:00,29167.47,29323.62,28707.56,29141.19,63.160447
01/01/2021 19:00:00,29141.19,29200.42,29021.44,29104.88,27.801492
01/01/2021 20:00:00,29101.63,29347.74,28954.89,29301.93,44.651873
01/01/2021 21:00:00,29299.38,29418.51,29228.75,29258.82,29.65316
01/01/2021 22:00:00,29257.35,29418.72,29200,29360.88,26.994948
01/01/2021 23:00:00,29360.87,29418.72,29310.98,29418.72,19.051551
01/02/2021 00:00:00,29417.27,29418.51,29050,29262.79,46.44488
01/02/2021 01:00:00,29266.83,29481.52,29175.42,29454.09,38.755897
01/02/2021 02:00:00,29454.09,29555.55,29399.99,29400,40.063932
01/02/2021 03:00:00,29400,29455.66,29335.09,29430.83,29.998793
01/02/2021 04:00:00,29430.83,29472.2,29301.47,29442.3,23.908495
01/02/2021 05:00:00,29443.62,29682.29,29442.42,29676.79,50.282281
01/02/2021 06:00:00,29678.34,29820.43,29557.02,29799.96,55.882607
01/02/2021 07:00:00,29800.03,29890,29708.31,29833.6,38.868538
01/02/2021 08:00:00,29831.84,29920.68,29724.04,29912.39,36.354459
01/02/2021 09:00:00,29913.24,29955.8,29651.49,29696.32,39.812375
01/02/2021 10:00:00,29680.01,29892.7,29555.99,29745,32.141697
01/02/2021 11:00:00,29746.49,29847.12,29701.54,29832,20.643779
01/02/2021 12:00:00,29826.12,30949.58,29808.76,30649.71,121.959981
01/02/2021 13:00:00,30651.25,31599.27,30565.04,31599.27,98.384824
01/02/2021 14:00:00,31599.27,31613.6,31139.15,31352.52,77.159754
01/02/2021 15:00:00,31339.03,31888,31302.48,31763,80.308968
01/02/2021 16:00:00,31763,33100.47,31763,32551.22,244.488728
01/02/2021 17:00:00,32525.77,33000,32461.72,32940.01,101.378913
01/02/2021 18:00:00,32940.01,33338.68,32515.63,33007.47,111.226347
01/02/2021 19:00:00,33027.57,33289.92,32772.47,33087.84,83.076149
01/02/2021 20:00:00,33087.83,33114.79,30564.32,30750,257.121197
01/02/2021 21:00:00,30705.04,31928.77,30380,31701.54,193.506795
01/02/2021 22:00:00,31701.54,32338.18,31429.11,32170.57,59.522764
01/02/2021 23:00:00,32177.77,32282.46,31661.41,32218.38,63.984524
01/03/2021 00:00:00,32200.39,32522.22,32010.68,32480,74.954908
01/03/2021 01:00:00,32480.66,32821.71,32257.81,32621.37,67.455209
01/03/2021 02:00:00,32589.92,32916.3,32589.67,32781.21,34.264855
01/03/2021 03:00:00,32779.13,32786.93,32500,32611.64,36.628147
01/03/2021 04:00:00,32613.51,33278.91,32486.48,33223.08,36.297493
01/03/2021 05:00:00,33232.87,34200,33146.25,33769.52,179.169505
01/03/2021 06:00:00,33769.52,34111.06,33690,33980.74,62.72875
01/03/2021 07:00:00,33988.68,34812.93,33777,34459.03,109.750179
01/03/2021 08:00:00,34485.63,34687.81,33839,34398.45,90.06908
01/03/2021 09:00:00,34399.65,34598.27,33861.74,34207.22,52.840636
01/03/2021 10:00:00,34215.17,34377.86,33487.45,33909.99,85.220025
01/03/2021 11:00:00,33891.64,34467.19,33823.51,34393.29,41.48491
01/03/2021 12:00:00,34433.52,34608.46,33984.8,34128.36,43.025823
01/03/2021 13:00:00,34141.13,34410.44,33840.12,33900,55.116133
01/03/2021 14:00:00,33900,34188.14,33545,33893.03,75.32602
01/03/2021 15:00:00,33906.75,33953.96,32850,33561.89,150.316218
01/03/2021 16:00:00,33565.02,33859.76,32649.91,32711.72,136.841899
01/03/2021 17:00:00,32711.71,33261,32511.26,32902.01,129.248464
01/03/2021 18:00:00,32948.48,33041.23,32300.61,32792.76,98.029569
01/03/2021 19:00:00,32775.92,32927.36,32473.78,32777.25,59.373348
01/03/2021 20:00:00,32780.05,33840,32738.56,33747.28,116.421073
01/03/2021 21:00:00,33743.18,33873.27,33513.08,33584.96,45.007289
01/03/2021 22:00:00,33581.08,33678.44,33030.82,33148.11,69.135511
01/03/2021 23:00:00,33154.67,33655.1,32733.62,33111.99,77.961839
01/04/2021 00:00:00,33086.17,33160.24,32465.89,32882.95,98.779347
01/04/2021 01:00:00,32892.45,33358.87,32641.92,33229.27,40.657281
01/04/2021 02:00:00,33226.91,33628.53,33002.57,33493.03,50.881241
01/04/2021 03:00:00,33505.3,33588.1,33218.67,33588.1,47.861523
01/04/2021 04:00:00,33581.25,33655.01,33254.95,33317.15,50.652389
01/04/2021 05:00:00,33355.09,33379.45,32868.43,32908.02,51.966886
01/04/2021 06:00:00,32907.36,33496.03,32891.72,33260.81,51.888474
01/04/2021 07:00:00,33260.81,33282.47,31776,32105.07,166.664359
01/04/2021 08:00:00,32150,32598.37,31474.87,32041.27,87.263558
01/04/2021 09:00:00,32059.24,32160.46,30313,31013.27,142.202113
01/04/2021 10:00:00,31003.65,31200.89,27900,30290.43,282.197063
01/04/2021 11:00:00,30288.21,30893.17,29422.11,30755.5,170.009265
01/04/2021 12:00:00,30752.39,31474.69,30472.29,31239.31,140.630731
01/04/2021 13:00:00,31252.4,31428.57,30628.21,31418.37,88.378486
01/04/2021 14:00:00,31418.36,32194.19,31418.36,32137.56,88.917763
01/04/2021 15:00:00,32157.7,32227.64,31585.05,31770.46,95.15426
01/04/2021 16:00:00,31771.05,31930.86,30750.25,31321,191.466984
01/04/2021 17:00:00,31321,31525.6,30611.17,31015.69,97.778944
01/04/2021 18:00:00,31015.68,31445.54,31000,31184.98,77.536456
01/04/2021 19:00:00,31176.25,31880.64,31121.56,31667.72,60.984682
01/04/2021 20:00:00,31684.64,31844.06,31210.68,31287.41,68.582087
01/04/2021 21:00:00,31267.04,31586.43,30864.57,31029.65,88.850448
01/04/2021 22:00:00,31034.11,31496.42,30980.18,31364.59,39.942737
01/04/2021 23:00:00,31364.89,32058.81,31179.73,32025.23,95.089039
01/05/2021 00:00:00,32025.23,32870,32025.23,32450.12,116.488079
01/05/2021 01:00:00,32450.11,32831.95,32285.76,32823.96,76.252204
01/05/2021 02:00:00,32825.61,32848.88,32272.12,32354.06,43.600221
01/05/2021 03:00:00,32345.48,32578.56,31170.17,31201.31,123.632263
01/05/2021 04:00:00,31211.31,31565.26,30467.65,30879.56,154.226294
01/05/2021 05:00:00,30908.67,31376.11,30029.69,30441.57,163.452993
01/05/2021 06:00:00,30461.84,31274.98,29927.55,31154.59,157.006517
01/05/2021 07:00:00,31136.31,31304.22,30770.41,30816.07,58.353853
01/05/2021 08:00:00,30817.62,31517.23,30817.62,31217.9,37.277658
01/05/2021 09:00:00,31217.42,31808.14,31184.47,31592.6,44.297356
01/05/2021 10:00:00,31592.6,31697.48,31129.59,31360.51,29.923993
01/05/2021 11:00:00,31369.56,31815.19,31312.02,31815.19,31.389426
01/05/2021 12:00:00,31815.19,32078,31594.72,31634,55.53205
01/05/2021 13:00:00,31621.56,31920.58,31475.24,31510.33,28.902159
01/05/2021 14:00:00,31511.91,32423,31150,32375.9,80.848703
01/05/2021 15:00:00,32405.2,32405.2,31961.9,32158.67,52.073675
01/05/2021 16:00:00,32160.09,32735.25,31839.66,32501.63,82.066192
01/05/2021 17:00:00,32536.05,32857.15,32310.39,32795.2,38.359057
